Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Jett,Kay/O,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
Lunna,Griffos Starfire,240,18,19,5,-1,1648,2,0,2,17%,Gamelanders Purple,Icebox,Null,Ataque,04/06/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Pepita,Griffos Starfire,205,16,17,5,-1,1543,1,1,0,23%,Gamelanders Purple,Icebox,Null,Ataque,04/06/2021,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
peixinho,Griffos Starfire,174,13,18,5,-5,1191,5,4,1,20%,Gamelanders Purple,Icebox,Null,Ataque,04/06/2021,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
covinhas,Griffos Starfire,81,6,20,7,-14,489,0,3,-3,7%,Gamelanders Purple,Icebox,Null,Ataque,04/06/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
biakik balatensa,Vivo Keyd Athenas,434,29,8,6,21,2538,4,0,4,2+%,Jaguares Fem,Bind,Null,Ataque,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,Protocolo: Gêneses,Quartas de Final,3
antG,Vivo Keyd Athenas,230,14,13,6,1,1541,3,1,2,9%,Jaguares Fem,Bind,Null,Ataque,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
isla,Vivo Keyd Athenas,204,13,9,6,4,1292,2,3,-1,24%,Jaguares Fem,Bind,Null,Ataque,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Aninha triste,Vivo Keyd Athenas,167,10,13,7,-3,1056,1,1,0,27%,Jaguares Fem,Bind,Null,Ataque,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Daniela,Vivo Keyd Athenas,160,8,13,10,-5,723,1,2,-1,3%,Jaguares Fem,Bind,Null,Ataque,04/06/2021,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Ori,Jaguares Fem,232,15,15,2,0,1347,3,1,2,75%,Vivo Keyd Athenas,Bind,Null,Defesa,04/06/2021,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
gabi,Jaguares Fem,177,10,15,5,-5,185,0,6,-6,0%,Vivo Keyd Athenas,Bind,Null,Defesa,04/06/2021,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Larischz,Jaguares Fem,189,12,14,2,-2,1314,0,3,-3,0%,Vivo Keyd Athenas,Bind,Null,Defesa,04/06/2021,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Badgal,Jaguares Fem,181,9,16,5,-7,986,3,1,2,75%,Vivo Keyd Athenas,Bind,Null,Defesa,04/06/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,Protocolo: Gêneses,Quartas de Final,3
nzh,Jaguares Fem,182,10,15,5,-5,1757,1,0,1,100%,Vivo Keyd Athenas,Bind,Null,Defesa,04/06/2021,5,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
biakik balatensa,Vivo Keyd Athenas,158,12,12,9,0,813,1,2,-1,11%,Jaguares Fem,Split,Null,Defesa,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
antG,Vivo Keyd Athenas,387,25,12,6,13,2596,2,1,1,11%,Jaguares Fem,Split,Null,Defesa,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
isla,Vivo Keyd Athenas,227,16,10,1,6,1266,4,0,4,22%,Jaguares Fem,Split,Null,Defesa,04/06/2021,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Aninha triste,Vivo Keyd Athenas,278,19,7,5,12,2373,2,0,2,16%,Jaguares Fem,Split,Null,Defesa,04/06/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Daniela,Vivo Keyd Athenas,197,10,12,8,-2,1359,3,3,0,25%,Jaguares Fem,Split,Null,Defesa,04/06/2021,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Ori,Jaguares Fem,172,8,17,5,-9,119,1,2,-1,10%,Vivo Keyd Athenas,Split,Null,Ataque,04/06/2021,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
gabi,Jaguares Fem,175,10,16,3,-6,867,3,7,-4,30%,Vivo Keyd Athenas,Split,Null,Ataque,04/06/2021,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Larischz,Jaguares Fem,103,5,16,3,-11,677,0,2,-2,13%,Vivo Keyd Athenas,Split,Null,Ataque,04/06/2021,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Badgal,Jaguares Fem,286,18,18,3,0,1594,1,0,1,100%,Vivo Keyd Athenas,Split,Null,Ataque,04/06/2021,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
nzh,Jaguares Fem,187,12,15,7,-3,1083,1,1,0,50%,Vivo Keyd Athenas,Split,Null,Ataque,04/06/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Isaa,B4 Angels,328,24,7,1,17,2022,2,2,0,35%,DALE GIRLS,Bind,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Protocolo: Gêneses,Quartas de Final,3
Shizue,B4 Angels,275,16,9,7,7,1906,2,1,1,22%,DALE GIRLS,Bind,Null,Ataque,04/06/2021,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
shyz,B4 Angels,264,15,12,2,3,1841,7,1,6,18%,DALE GIRLS,Bind,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
tayhuhu,B4 Angels,183,12,7,9,5,1198,0,0,0,20%,DALE GIRLS,Bind,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
celinett,B4 Angels,162,10,9,3,1,682,1,1,0,14%,DALE GIRLS,Bind,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
juji,DALE GIRLS,207,12,14,2,-2,1244,2,1,1,29%,B4 Angels,Bind,Null,Defesa,04/06/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Daiyana,DALE GIRLS,183,10,15,4,-5,900,2,2,0,9%,B4 Angels,Bind,Null,Defesa,04/06/2021,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Fer,DALE GIRLS,168,9,16,4,-7,1090,1,5,-4,20%,B4 Angels,Bind,Null,Defesa,04/06/2021,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Yasgmin,DALE GIRLS,137,8,16,2,-8,809,0,4,-4,18%,B4 Angels,Bind,Null,Defesa,04/06/2021,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
jubs,DALE GIRLS,133,5,16,4,-11,1060,0,0,0,17%,B4 Angels,Bind,Null,Defesa,04/06/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
tayhuhu,B4 Angels,264,16,8,8,8,1605,1,1,0,22%,DALE GIRLS,Haven,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
celinett,B4 Angels,261,14,12,8,2,1611,3,0,3,16%,DALE GIRLS,Haven,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
Isaa,B4 Angels,253,15,9,4,6,1440,2,2,0,32%,DALE GIRLS,Haven,Null,Ataque,04/06/2021,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
shyz,B4 Angels,214,13,12,4,1,1411,3,3,0,21%,DALE GIRLS,Haven,Null,Ataque,04/06/2021,13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Protocolo: Gêneses,Quartas de Final,3
