Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Jett,Kay/O,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
Dani,Vivo Keyd Athenas,315,16,4,4,12,2178,3,1,2,22%,SACERS,Icebox,Null,Defesa,23/04/2021,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
biazik,Vivo Keyd Athenas,168,8,6,3,2,1103,1,2,-1,6%,SACERS,Icebox,Null,Defesa,23/04/2021,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
antG,Vivo Keyd Athenas,149,8,3,3,5,894,1,1,0,23%,SACERS,Icebox,Null,Defesa,23/04/2021,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
julEszik,Vivo Keyd Athenas,107,4,4,6,0,737,2,0,2,18%,SACERS,Icebox,Null,Defesa,23/04/2021,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
trevo,SACERS,211,8,14,1,-6,1497,1,4,-3,18%,Vivo Keyd Athenas,Icebox,Null,Ataque,23/04/2021,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Anami,SACERS,151,5,13,2,-8,1002,2,1,1,21%,Vivo Keyd Athenas,Icebox,Null,Ataque,23/04/2021,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
LevySlayer,SACERS,140,5,13,1,-8,875,0,1,-1,4%,Vivo Keyd Athenas,Icebox,Null,Ataque,23/04/2021,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Dabi,SACERS,77,3,13,3,-10,389,1,3,-2,4%,Vivo Keyd Athenas,Icebox,Null,Ataque,23/04/2021,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Badgal,Jaguares Fem,211,13,7,9,6,1029,1,2,-1,16%,Sekhmet,Haven,Null,Ataque,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
igs,Jaguares Fem,205,19,7,5,12,1132,2,0,2,10%,Sekhmet,Haven,Null,Ataque,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
nzh,Jaguares Fem,184,18,6,5,12,1041,0,2,-2,27%,Sekhmet,Haven,Null,Ataque,23/04/2021,13,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
gabi,Jaguares Fem,121,11,8,14,3,700,1,3,-2,15%,Sekhmet,Haven,Null,Ataque,23/04/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Larischz,Jaguares Fem,77,7,3,1,4,543,0,0,0,20%,Sekhmet,Haven,Null,Ataque,23/04/2021,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
isla,Sekhmet,161,9,14,4,-5,925,4,2,2,16%,Jaguares Fem,Haven,Null,Defesa,23/04/2021,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Sukie,Sekhmet,129,6,14,1,-8,791,2,0,2,38%,Jaguares Fem,Haven,Null,Defesa,23/04/2021,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Arial,Sekhmet,81,9,12,2,-3,490,0,0,0,36%,Jaguares Fem,Haven,Null,Defesa,23/04/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Maria,Sekhmet,79,6,13,3,-7,491,1,0,1,21%,Jaguares Fem,Haven,Null,Defesa,23/04/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Khaleesi,Sekhmet,50,1,15,4,-14,393,0,2,-2,5%,Jaguares Fem,Haven,Null,Defesa,23/04/2021,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
igs,Jaguares Fem,351,23,9,2,14,2155,3,2,1,38%,Sekhmet,Icebox,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Larischz,Jaguares Fem,242,13,10,3,3,1247,4,3,1,23%,Sekhmet,Icebox,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
nzh,Jaguares Fem,221,13,7,4,6,1499,0,0,0,23%,Sekhmet,Icebox,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Oitavas de Final,3
gabi,Jaguares Fem,204,13,9,7,4,1322,3,1,2,34%,Sekhmet,Icebox,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Badgal,Jaguares Fem,183,9,8,9,1,1203,1,0,1,18%,Sekhmet,Icebox,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
isla,Sekhmet,229,12,15,4,-3,1356,2,2,0,16%,Jaguares Fem,Icebox,Null,Ataque,23/04/2021,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Arial,Sekhmet,198,13,13,0,0,1279,0,1,-1,38%,Jaguares Fem,Icebox,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Sukie,Sekhmet,157,8,14,5,-6,1005,2,4,-2,37%,Jaguares Fem,Icebox,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Khaleesi,Sekhmet,141,8,15,0,-7,828,1,1,0,12%,Jaguares Fem,Icebox,Null,Ataque,23/04/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Maria,Sekhmet,72,2,14,4,-12,535,1,3,-2,10%,Jaguares Fem,Icebox,Null,Ataque,23/04/2021,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
isa,B4 Angels,341,20,5,3,15,2251,6,0,6,42%,Nyx,Ascent,Null,Defesa,23/04/2021,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
shyz,B4 Angels,249,16,10,2,6,1557,1,1,0,26%,Nyx,Ascent,Null,Defesa,23/04/2021,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Shizue,B4 Angels,242,14,7,4,7,1483,5,0,5,23%,Nyx,Ascent,Null,Defesa,23/04/2021,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
tayhuhu,B4 Angels,234,13,7,9,6,1147,1,1,0,26%,Nyx,Ascent,Null,Defesa,23/04/2021,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
celinett,B4 Angels,182,8,6,7,2,1420,0,0,0,18%,Nyx,Ascent,Null,Defesa,23/04/2021,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Pome,Nyx,172,7,14,4,-7,895,1,2,-1,24%,B4 Angels,Ascent,Null,Ataque,23/04/2021,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Haru,Nyx,168,6,15,3,-9,1331,0,3,-3,11%,B4 Angels,Ascent,Null,Ataque,23/04/2021,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Kyouzinha,Nyx,157,8,15,2,-7,881,1,6,-5,17%,B4 Angels,Ascent,Null,Ataque,23/04/2021,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
andzera,Nyx,152,9,13,1,-4,1026,0,2,-2,22%,B4 Angels,Ascent,Null,Ataque,23/04/2021,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
BiancaLOL,Nyx,108,5,14,3,-9,655,0,0,0,12%,B4 Angels,Ascent,Null,Ataque,23/04/2021,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
shyz,B4 Angels,352,18,8,6,10,2288,2,2,0,25%,Nyx,Haven,Null,Ataque,23/04/2021,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
tayhuhu,B4 Angels,269,16,4,4,12,1484,0,1,-1,14%,Nyx,Haven,Null,Ataque,23/04/2021,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Shizue,B4 Angels,265,14,6,7,8,1693,3,1,2,17%,Nyx,Haven,Null,Ataque,23/04/2021,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
isa,B4 Angels,264,14,6,8,8,1556,2,1,1,17%,Nyx,Haven,Null,Ataque,23/04/2021,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
celinett,B4 Angels,126,5,4,8,1,736,2,0,2,21%,Nyx,Haven,Null,Ataque,23/04/2021,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
andzera,Nyx,181,7,13,4,-6,1181,0,2,-2,18%,B4 Angels,Haven,Null,Defesa,23/04/2021,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
BiancaLOL,Nyx,181,7,13,5,-6,1153,2,1,1,20%,B4 Angels,Haven,Null,Defesa,23/04/2021,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Pome,Nyx,133,5,13,2,-8,801,1,3,-2,3%,B4 Angels,Haven,Null,Defesa,23/04/2021,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Kyouzinha,Nyx,129,7,14,0,-7,605,2,1,1,6%,B4 Angels,Haven,Null,Defesa,23/04/2021,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Haru,Nyx,55,2,14,1,-12,351,0,2,-2,22%,B4 Angels,Haven,Null,Defesa,23/04/2021,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Misty,Number Six Victory,314,30,23,6,7,1805,6,3,3,22%,Fakkezada,Ascent,Null,Defesa,23/04/2021,15,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
GabiT,Number Six Victory,193,20,16,6,4,1446,3,0,3,18%,Fakkezada,Ascent,Null,Defesa,23/04/2021,15,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
ScherBi,Number Six Victory,188,18,16,3,2,1438,2,2,0,16%,Fakkezada,Ascent,Null,Defesa,23/04/2021,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
lya,Number Six Victory,152,13,23,11,-10,990,0,4,-4,21%,Fakkezada,Ascent,Null,Defesa,23/04/2021,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
BOWIE,Number Six Victory,142,14,21,4,-7,845,3,5,-2,29%,Fakkezada,Ascent,Null,Defesa,23/04/2021,15,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
lulelivre,Fakkezada,286,28,21,4,7,1651,5,4,1,19%,Number Six Victory,Ascent,Null,Ataque,23/04/2021,13,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
nAny,Fakkezada,218,19,21,10,-2,1769,5,6,-1,13%,Number Six Victory,Ascent,Null,Ataque,23/04/2021,13,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Churra,Fakkezada,190,21,17,1,4,1161,1,0,1,18%,Number Six Victory,Ascent,Null,Ataque,23/04/2021,13,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
napeR,Fakkezada,181,17,16,5,1,1577,2,3,-1,29%,Number Six Victory,Ascent,Null,Ataque,23/04/2021,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
camysinha,Fakkezada,153,14,20,10,-6,983,1,1,0,24%,Number Six Victory,Ascent,Null,Ataque,23/04/2021,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
GabiT,Number Six Victory,203,22,16,6,6,1205,0,2,-2,17%,Fakkezada,Haven,Null,Ataque,23/04/2021,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
BOWIE,Number Six Victory,168,13,19,7,-6,1070,1,2,-1,31%,Fakkezada,Haven,Null,Ataque,23/04/2021,10,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
ScherBi,Number Six Victory,161,15,18,4,-3,922,1,1,0,12%,Fakkezada,Haven,Null,Ataque,23/04/2021,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Misty,Number Six Victory,159,18,19,3,-1,982,5,3,2,28%,Fakkezada,Haven,Null,Ataque,23/04/2021,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
lya,Number Six Victory,139,15,15,6,0,986,2,1,1,26%,Fakkezada,Haven,Null,Ataque,23/04/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
napeR,Fakkezada,212,21,16,4,5,1260,3,0,3,27%,Number Six Victory,Haven,Null,Defesa,23/04/2021,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Churra,Fakkezada,211,18,17,6,1,1713,0,0,0,19%,Number Six Victory,Haven,Null,Defesa,23/04/2021,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
lulelivre,Fakkezada,194,20,17,8,3,1216,4,4,0,20%,Number Six Victory,Haven,Null,Defesa,23/04/2021,13,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
nAny,Fakkezada,159,18,16,4,2,923,2,0,2,15%,Number Six Victory,Haven,Null,Defesa,23/04/2021,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
camysinha,Fakkezada,80,10,17,3,-7,568,0,5,-5,18%,Number Six Victory,Haven,Null,Defesa,23/04/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
BOWIE,Number Six Victory,288,22,16,4,6,1769,3,2,1,18%,Fakkezada,Icebox,Null,Ataque,23/04/2021,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Misty,Number Six Victory,262,20,14,6,6,1634,5,2,3,26%,Fakkezada,Icebox,Null,Ataque,23/04/2021,13,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
ScherBi,Number Six Victory,208,15,10,7,5,1323,3,1,2,17%,Fakkezada,Icebox,Null,Ataque,23/04/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
lya,Number Six Victory,177,15,15,7,0,1154,1,0,1,23%,Fakkezada,Icebox,Null,Ataque,23/04/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
GabiT,Number Six Victory,168,12,12,6,0,1560,3,2,1,14%,Fakkezada,Icebox,Null,Ataque,23/04/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Oitavas de Final,3
napeR,Fakkezada,278,22,17,3,5,1952,4,3,1,33%,Number Six Victory,Icebox,Null,Defesa,23/04/2021,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
lulelivre,Fakkezada,205,14,16,6,-2,1664,1,3,-2,12%,Number Six Victory,Icebox,Null,Defesa,23/04/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Oitavas de Final,3
camysinha,Fakkezada,186,13,16,6,-3,1010,1,0,1,43%,Number Six Victory,Icebox,Null,Defesa,23/04/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
nAny,Fakkezada,152,9,20,5,-11,1061,1,8,-7,20%,Number Six Victory,Icebox,Null,Defesa,23/04/2021,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Churra,Fakkezada,112,9,15,8,-6,632,0,1,-1,8%,Number Six Victory,Icebox,Null,Defesa,23/04/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mindle,Stars Horizon Fem,263,18,17,8,1,2151,3,3,0,22%,4 duelistas e uma baiter,Bind,Null,Defesa,23/04/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
may,Stars Horizon Fem,255,20,15,3,5,1437,3,0,3,20%,4 duelistas e uma baiter,Bind,Null,Defesa,23/04/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
consu,Stars Horizon Fem,210,14,17,8,-3,1257,1,4,-3,20%,4 duelistas e uma baiter,Bind,Null,Defesa,23/04/2021,8,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mizi,Stars Horizon Fem,155,12,14,4,-2,947,0,1,-1,13%,4 duelistas e uma baiter,Bind,Null,Defesa,23/04/2021,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
hannabacon,Stars Horizon Fem,105,8,17,2,-9,601,0,6,-6,14%,4 duelistas e uma baiter,Bind,Null,Defesa,23/04/2021,8,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
covinhas,4 duelistas e uma baiter,303,20,17,6,3,1772,5,4,1,11%,Stars Horizon Fem,Bind,Null,Ataque,23/04/2021,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Mands,4 duelistas e uma baiter,290,22,16,3,6,2210,4,2,2,22%,Stars Horizon Fem,Bind,Null,Ataque,23/04/2021,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
beatz,4 duelistas e uma baiter,204,16,13,6,3,1163,1,0,1,19%,Stars Horizon Fem,Bind,Null,Ataque,23/04/2021,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Pepita,4 duelistas e uma baiter,197,15,13,3,2,2252,3,1,2,16%,Stars Horizon Fem,Bind,Null,Ataque,23/04/2021,13,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Lunna,4 duelistas e uma baiter,102,7,13,9,-6,755,1,0,1,20%,Stars Horizon Fem,Bind,Null,Ataque,23/04/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
consu,Stars Horizon Fem,162,18,19,10,-1,901,2,2,0,16%,4 duelistas e uma baiter,Split,Null,Ataque,23/04/2021,13,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
hannabacon,Stars Horizon Fem,134,12,21,4,-9,710,4,1,3,10%,4 duelistas e uma baiter,Split,Null,Ataque,23/04/2021,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mindle,Stars Horizon Fem,115,16,20,3,-4,771,0,1,-1,6%,4 duelistas e uma baiter,Split,Null,Ataque,23/04/2021,13,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mizi,Stars Horizon Fem,112,20,15,7,5,748,0,2,-2,23%,4 duelistas e uma baiter,Split,Null,Ataque,23/04/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
may,Stars Horizon Fem,112,16,11,13,5,623,2,0,2,20%,4 duelistas e uma baiter,Split,Null,Ataque,23/04/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
covinhas,4 duelistas e uma baiter,290,30,16,6,14,1569,4,3,1,14%,Stars Horizon Fem,Split,Null,Defesa,23/04/2021,10,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Pepita,4 duelistas e uma baiter,120,14,18,5,-4,786,1,4,-3,8%,Stars Horizon Fem,Split,Null,Defesa,23/04/2021,10,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Lunna,4 duelistas e uma baiter,111,12,12,6,0,673,0,0,0,17%,Stars Horizon Fem,Split,Null,Defesa,23/04/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Mands,4 duelistas e uma baiter,110,14,19,8,-5,688,1,1,0,19%,Stars Horizon Fem,Split,Null,Defesa,23/04/2021,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
beatz,4 duelistas e uma baiter,106,16,17,2,-1,763,0,0,0,29%,Stars Horizon Fem,Split,Null,Defesa,23/04/2021,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
hannabacon,Stars Horizon Fem,286,25,17,10,8,1712,7,3,4,21%,4 duelistas e uma baiter,Icebox,Null,Ataque,23/04/2021,12,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
consu,Stars Horizon Fem,248,22,18,4,4,1849,4,1,3,9%,4 duelistas e uma baiter,Icebox,Null,Ataque,23/04/2021,12,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mindle,Stars Horizon Fem,228,19,21,6,-2,1885,1,1,0,18%,4 duelistas e uma baiter,Icebox,Null,Ataque,23/04/2021,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
mizi,Stars Horizon Fem,170,17,14,6,3,1207,0,4,-4,31%,4 duelistas e uma baiter,Icebox,Null,Ataque,23/04/2021,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Oitavas de Final,3
may,Stars Horizon Fem,150,13,19,7,-6,927,2,3,-1,38%,4 duelistas e uma baiter,Icebox,Null,Ataque,23/04/2021,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
beatz,4 duelistas e uma baiter,316,30,18,4,12,1865,4,2,2,15%,Stars Horizon Fem,Icebox,Null,Defesa,23/04/2021,14,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
covinhas,4 duelistas e uma baiter,209,17,20,8,-3,1230,2,3,-1,19%,Stars Horizon Fem,Icebox,Null,Defesa,23/04/2021,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Lunna,4 duelistas e uma baiter,191,17,18,9,-1,1187,1,2,-1,28%,Stars Horizon Fem,Icebox,Null,Defesa,23/04/2021,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Pepita,4 duelistas e uma baiter,168,12,21,4,-9,1130,4,5,-1,7%,Stars Horizon Fem,Icebox,Null,Defesa,23/04/2021,14,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
Mands,4 duelistas e uma baiter,141,13,19,10,-6,978,1,2,-1,14%,Stars Horizon Fem,Icebox,Null,Defesa,23/04/2021,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Protocolo: Gêneses,Oitavas de Final,3
sayuri,Havan Liberty Female,284,17,8,6,9,1827,0,1,-1,20%,ROMPOMPOM,Haven,Null,Defesa,23/04/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
isa1,Havan Liberty Female,279,18,6,3,12,1510,7,1,6,13%,ROMPOMPOM,Haven,Null,Defesa,23/04/2021,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Protocolo: Gêneses,Oitavas de Final,3
