Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Kay/O,Jett,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
tuyz,NOORG2.0,249,18,11,3,7,1588,3,2,1,27%,YNG Sharks,Icebox,YNG Sharks,Defesa,11/07/2021,7,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #1,Losers Final,3
kon4n,NOORG2.0,233,16,17,5,-1,1319,3,5,-2,28%,YNG Sharks,Icebox,YNG Sharks,Defesa,11/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #1,Losers Final,3
ryotzz,NOORG2.0,201,12,13,6,-1,1278,3,1,2,14%,YNG Sharks,Icebox,YNG Sharks,Defesa,11/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #1,Losers Final,3
matheuzin,NOORG2.0,175,12,13,7,-1,963,1,0,1,23%,YNG Sharks,Icebox,YNG Sharks,Defesa,11/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #1,Losers Final,3
luk,NOORG2.0,140,9,15,2,-6,976,2,0,2,23%,YNG Sharks,Icebox,YNG Sharks,Defesa,11/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #1,Losers Final,3
Sacy,Team Vikings,282,18,15,4,3,1733,4,5,-1,34%,Stars Horizon,Ascent,Stars Horizon,Defesa,17/07/2021,7,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
gtnziN,Team Vikings,222,15,15,10,0,1407,3,1,2,24%,Stars Horizon,Ascent,Stars Horizon,Defesa,17/07/2021,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
frz,Team Vikings,193,13,13,16,0,1280,0,0,0,22%,Stars Horizon,Ascent,Stars Horizon,Defesa,17/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Upper Final,1
saadhak,Team Vikings,180,11,16,12,-5,1355,1,3,-2,18%,Stars Horizon,Ascent,Stars Horizon,Defesa,17/07/2021,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
sutecas,Team Vikings,137,10,15,3,-5,957,1,2,-1,22%,Stars Horizon,Ascent,Stars Horizon,Defesa,17/07/2021,7,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
dgzin,Stars Horizon,320,24,14,4,10,1778,8,1,7,33%,Team Vikings,Ascent,Stars Horizon,Ataque,17/07/2021,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
chase,Stars Horizon,196,14,14,5,0,997,3,5,-2,23%,Team Vikings,Ascent,Stars Horizon,Ataque,17/07/2021,13,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
v1nny,Stars Horizon,172,13,13,5,0,1059,0,0,0,44%,Team Vikings,Ascent,Stars Horizon,Ataque,17/07/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Challengers #2,Upper Final,1
fuzari,Stars Horizon,169,11,13,8,-2,1310,0,0,0,11%,Team Vikings,Ascent,Stars Horizon,Ataque,17/07/2021,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
pancada,Stars Horizon,159,12,13,10,-1,1038,0,3,-3,17%,Team Vikings,Ascent,Stars Horizon,Ataque,17/07/2021,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
xand,FURIA,234,14,14,2,0,1973,4,3,1,38%,NOORG2.0,Split,FURIA,Ataque,17/07/2021,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Nozwerr,FURIA,217,14,14,2,0,1746,3,1,2,8%,NOORG2.0,Split,FURIA,Ataque,17/07/2021,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Quick,FURIA,116,6,17,7,-11,864,1,1,0,24%,NOORG2.0,Split,FURIA,Ataque,17/07/2021,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Mazin,FURIA,75,5,14,0,-9,992,1,1,0,19%,NOORG2.0,Split,FURIA,Ataque,17/07/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Upper Final,1
Khalil,FURIA,71,3,16,6,-13,566,0,3,-3,19%,NOORG2.0,Split,FURIA,Ataque,17/07/2021,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
kon4n,NOORG2.0,430,26,9,6,17,3170,3,2,1,26%,FURIA,Split,FURIA,Defesa,17/07/2021,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
luk,NOORG2.0,226,14,10,8,4,1360,3,3,0,8%,FURIA,Split,FURIA,Defesa,17/07/2021,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
matheuzin,NOORG2.0,214,14,7,2,7,1399,1,1,0,16%,FURIA,Split,FURIA,Defesa,17/07/2021,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
tuyz,NOORG2.0,190,14,7,3,7,1116,2,1,1,27%,FURIA,Split,FURIA,Defesa,17/07/2021,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
ryotzz,NOORG2.0,105,7,9,8,-2,1292,0,2,-2,10%,FURIA,Split,FURIA,Defesa,17/07/2021,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
mwzera,Gamelanders Blue,328,23,16,8,7,2125,7,3,4,12%,Ingaming,Icebox,Gamelanders Blue,Ataque,17/07/2021,13,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Jonn,Gamelanders Blue,290,22,12,4,10,2253,3,0,3,21%,Ingaming,Icebox,Gamelanders Blue,Ataque,17/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Upper Final,1
fznnn,Gamelanders Blue,203,14,11,4,3,1431,1,1,0,36%,Ingaming,Icebox,Gamelanders Blue,Ataque,17/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Upper Final,1
BELKY,Gamelanders Blue,128,11,11,5,0,878,1,2,-1,16%,Ingaming,Icebox,Gamelanders Blue,Ataque,17/07/2021,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Nyang,Gamelanders Blue,126,10,12,2,-2,857,2,1,1,38%,Ingaming,Icebox,Gamelanders Blue,Ataque,17/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Upper Final,1
jacobin,Ingaming,231,18,19,5,-1,1430,2,5,-3,18%,Gamelanders Blue,Icebox,Gamelanders Blue,Defesa,17/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Upper Final,1
Magic,Ingaming,189,14,15,3,-1,983,3,3,0,24%,Gamelanders Blue,Icebox,Gamelanders Blue,Defesa,17/07/2021,8,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
delevingne,Ingaming,169,11,16,3,-5,1124,1,2,-1,8%,Gamelanders Blue,Icebox,Gamelanders Blue,Defesa,17/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Upper Final,1
ceegu1N,Ingaming,162,11,15,7,-4,1101,0,1,-1,21%,Gamelanders Blue,Icebox,Gamelanders Blue,Defesa,17/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Upper Final,1
CTC,Ingaming,121,8,15,8,-7,938,1,3,-2,26%,Gamelanders Blue,Icebox,Gamelanders Blue,Defesa,17/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Upper Final,1
gaabxx,YNG Sharks,262,20,12,4,8,1724,3,4,-1,23%,SLICK,Haven,YNG Sharks,Ataque,17/07/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Upper Final,1
prozin,YNG Sharks,259,17,15,5,2,1643,2,5,-3,14%,SLICK,Haven,YNG Sharks,Ataque,17/07/2021,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
deNaro,YNG Sharks,231,16,12,9,4,1487,3,0,3,10%,SLICK,Haven,YNG Sharks,Ataque,17/07/2021,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Challengers #2,Upper Final,1
light,YNG Sharks,192,14,10,2,4,1225,1,1,0,26%,SLICK,Haven,YNG Sharks,Ataque,17/07/2021,13,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
fra,YNG Sharks,161,13,11,13,2,1132,1,0,1,25%,SLICK,Haven,YNG Sharks,Ataque,17/07/2021,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Veroneze,SLICK,304,24,13,1,11,1660,4,1,3,31%,YNG Sharks,Haven,YNG Sharks,Defesa,17/07/2021,7,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
aspas,SLICK,190,13,17,3,-4,1759,1,2,-1,23%,YNG Sharks,Haven,YNG Sharks,Defesa,17/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Upper Final,1
DONSA,SLICK,164,11,17,9,-6,1053,1,2,-1,23%,YNG Sharks,Haven,YNG Sharks,Defesa,17/07/2021,7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
DiMAS,SLICK,126,8,17,2,-9,746,3,5,-2,24%,YNG Sharks,Haven,YNG Sharks,Defesa,17/07/2021,7,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Upper Final,1
Maverick,SLICK,94,4,16,7,-12,852,1,0,1,19%,YNG Sharks,Haven,YNG Sharks,Defesa,17/07/2021,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Upper Final,1
Sacy,Team Vikings,280,22,16,1,6,1541,4,3,1,26%,FURIA,Icebox,Team Vikings,Defesa,18/07/2021,13,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
saadhak,Team Vikings,245,18,11,10,7,1442,1,0,1,16%,FURIA,Icebox,Team Vikings,Defesa,18/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
sutecas,Team Vikings,217,19,16,0,3,1245,4,4,0,31%,FURIA,Icebox,Team Vikings,Defesa,18/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Loser,3
gtnziN,Team Vikings,176,13,17,3,-4,1310,1,1,0,24%,FURIA,Icebox,Team Vikings,Defesa,18/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Loser,3
frz,Team Vikings,175,12,16,10,-4,1380,0,3,-3,37%,FURIA,Icebox,Team Vikings,Defesa,18/07/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
Khalil,FURIA,303,22,14,5,8,2166,4,1,3,42%,Team Vikings,Icebox,Team Vikings,Ataque,18/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
Nozwerr,FURIA,212,13,19,9,-6,1400,0,3,-3,16%,Team Vikings,Icebox,Team Vikings,Ataque,18/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
xand,FURIA,211,15,17,3,-2,1313,4,3,1,16%,Team Vikings,Icebox,Team Vikings,Ataque,18/07/2021,8,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Mazin,FURIA,206,16,15,3,1,1466,1,1,0,46%,Team Vikings,Icebox,Team Vikings,Ataque,18/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Loser,3
Quick,FURIA,151,10,19,5,-9,1012,2,2,0,31%,Team Vikings,Icebox,Team Vikings,Ataque,18/07/2021,8,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Loser,3
Sacy,Team Vikings,325,27,16,5,11,1721,7,3,4,24%,FURIA,Ascent,FURIA,Defesa,18/07/2021,13,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
frz,Team Vikings,231,17,13,10,4,1498,2,0,2,22%,FURIA,Ascent,FURIA,Defesa,18/07/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
saadhak,Team Vikings,155,12,14,6,-2,943,0,3,-3,15%,FURIA,Ascent,FURIA,Defesa,18/07/2021,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
gtnziN,Team Vikings,151,11,13,17,-2,1110,0,2,-2,28%,FURIA,Ascent,FURIA,Defesa,18/07/2021,13,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
sutecas,Team Vikings,132,10,12,5,-2,1023,2,3,-1,18%,FURIA,Ascent,FURIA,Defesa,18/07/2021,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Quick,FURIA,266,19,17,4,2,1835,6,4,2,38%,Team Vikings,Ascent,FURIA,Ataque,18/07/2021,9,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Nozwerr,FURIA,223,17,14,5,3,1269,1,0,1,19%,Team Vikings,Ascent,FURIA,Ataque,18/07/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
xand,FURIA,204,16,15,10,1,1193,1,0,1,28%,Team Vikings,Ascent,FURIA,Ataque,18/07/2021,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Mazin,FURIA,106,9,16,4,-7,535,2,2,0,14%,Team Vikings,Ascent,FURIA,Ataque,18/07/2021,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Khalil,FURIA,103,7,15,7,-8,717,1,5,-4,16%,Team Vikings,Ascent,FURIA,Ataque,18/07/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
ceegu1N,Ingaming,209,12,14,7,-2,1169,1,1,0,16%,SLICK,Icebox,SLICK,Defesa,18/07/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Loser,3
Magic,Ingaming,188,11,15,3,-4,1107,1,3,-2,21%,SLICK,Icebox,SLICK,Defesa,18/07/2021,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
jacobin,Ingaming,164,10,14,1,-4,971,2,4,-2,13%,SLICK,Icebox,SLICK,Defesa,18/07/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
CTC,Ingaming,162,9,15,7,-6,990,0,1,-1,20%,SLICK,Icebox,SLICK,Defesa,18/07/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
delevingne,Ingaming,148,10,13,5,-3,913,2,3,-1,15%,SLICK,Icebox,SLICK,Defesa,18/07/2021,5,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Loser,3
aspas,SLICK,312,22,11,2,11,1646,6,0,6,23%,Ingaming,Icebox,SLICK,Ataque,18/07/2021,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Veroneze,SLICK,245,16,10,3,6,1506,1,1,0,32%,Ingaming,Icebox,SLICK,Ataque,18/07/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
DiMAS,SLICK,244,16,9,5,7,1553,4,3,1,47%,Ingaming,Icebox,SLICK,Ataque,18/07/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
DONSA,SLICK,172,12,10,5,2,974,1,1,0,39%,Ingaming,Icebox,SLICK,Ataque,18/07/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Challengers #2,Loser,3
Maverick,SLICK,98,5,12,11,-7,658,0,1,-1,6%,Ingaming,Icebox,SLICK,Ataque,18/07/2021,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Magic,Ingaming,267,26,19,3,7,1538,5,4,1,18%,SLICK,Bind,Ingaming,Ataque,18/07/2021,14,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Challengers #2,Loser,3
ceegu1N,Ingaming,262,23,16,15,7,1598,4,0,4,16%,SLICK,Bind,Ingaming,Ataque,18/07/2021,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
delevingne,Ingaming,228,20,21,11,-1,1436,5,1,4,16%,SLICK,Bind,Ingaming,Ataque,18/07/2021,14,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
CTC,Ingaming,204,20,15,9,5,1207,2,1,1,22%,SLICK,Bind,Ingaming,Ataque,18/07/2021,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
jacobin,Ingaming,128,13,17,10,-4,978,0,4,-4,21%,SLICK,Bind,Ingaming,Ataque,18/07/2021,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
Maverick,SLICK,222,19,20,10,-1,1537,1,0,1,23%,Ingaming,Bind,Ingaming,Defesa,18/07/2021,12,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
aspas,SLICK,220,19,21,4,-2,1385,4,7,-3,27%,Ingaming,Bind,Ingaming,Defesa,18/07/2021,12,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Challengers #2,Loser,3
DONSA,SLICK,218,21,18,6,3,1399,1,2,-1,27%,Ingaming,Bind,Ingaming,Defesa,18/07/2021,12,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
Veroneze,SLICK,186,16,19,8,-3,1273,0,4,-4,45%,Ingaming,Bind,Ingaming,Defesa,18/07/2021,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Challengers #2,Loser,3
DiMAS,SLICK,147,13,24,4,-11,1040,4,3,1,30%,Ingaming,Bind,Ingaming,Defesa,18/07/2021,12,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Challengers #2,Loser,3
Magic,Ingaming,299,16,15,6,1,1904,6,4,2,29%,SLICK,Haven,SLICK,Defesa,18/07/2021,4,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
ceegu1N,Ingaming,170,8,15,9,-7,1036,0,0,0,16%,SLICK,Haven,SLICK,Defesa,18/07/2021,4,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
jacobin,Ingaming,165,10,14,4,-4,1095,1,2,-1,14%,SLICK,Haven,SLICK,Defesa,18/07/2021,4,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
CTC,Ingaming,149,8,13,2,-5,1765,1,2,-1,33%,SLICK,Haven,SLICK,Defesa,18/07/2021,4,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
delevingne,Ingaming,55,2,15,4,-13,380,0,1,-1,13%,SLICK,Haven,SLICK,Defesa,18/07/2021,4,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Challengers #2,Loser,3
aspas,SLICK,327,20,9,6,11,2116,2,1,1,38%,Ingaming,Haven,SLICK,Ataque,18/07/2021,13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Loser,3
Maverick,SLICK,247,15,10,7,5,1303,2,2,0,28%,Ingaming,Haven,SLICK,Ataque,18/07/2021,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Loser,3
Veroneze,SLICK,215,14,9,2,5,1329,3,2,1,24%,Ingaming,Haven,SLICK,Ataque,18/07/2021,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
DONSA,SLICK,214,15,6,4,9,1405,1,0,1,26%,Ingaming,Haven,SLICK,Ataque,18/07/2021,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
DiMAS,SLICK,140,8,10,2,-2,992,1,3,-2,24%,Ingaming,Haven,SLICK,Ataque,18/07/2021,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Loser,3
dgzin,Stars Horizon,267,21,20,8,1,1542,6,9,-3,24%,NOORG2.0,Split,NOORG2.0,Defesa,24/07/2021,13,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
fuzari,Stars Horizon,261,25,13,4,12,1337,0,0,0,25%,NOORG2.0,Split,NOORG2.0,Defesa,24/07/2021,13,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
pancada,Stars Horizon,165,15,15,2,0,1075,1,0,1,26%,NOORG2.0,Split,NOORG2.0,Defesa,24/07/2021,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
v1nny,Stars Horizon,148,13,17,6,-4,1003,0,4,-4,19%,NOORG2.0,Split,NOORG2.0,Defesa,24/07/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Challengers #2,Winner's Final,3
chase,Stars Horizon,142,11,17,10,-6,983,1,3,-2,17%,NOORG2.0,Split,NOORG2.0,Defesa,24/07/2021,13,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
kon4n,NOORG2.0,235,20,16,5,4,1565,5,3,2,17%,Stars Horizon,Split,NOORG2.0,Ataque,24/07/2021,11,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
luk,NOORG2.0,213,19,17,5,2,1301,1,0,1,31%,Stars Horizon,Split,NOORG2.0,Ataque,24/07/2021,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
matheuzin,NOORG2.0,193,17,15,1,2,1142,4,2,2,21%,Stars Horizon,Split,NOORG2.0,Ataque,24/07/2021,11,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
tuyz,NOORG2.0,187,15,18,6,-3,1190,5,2,3,21%,Stars Horizon,Split,NOORG2.0,Ataque,24/07/2021,11,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
ryotzz,NOORG2.0,163,11,19,9,-8,1167,1,1,0,10%,Stars Horizon,Split,NOORG2.0,Ataque,24/07/2021,11,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
dgzin,Stars Horizon,270,17,12,4,5,1537,3,2,1,29%,NOORG2.0,Ascent,Stars Horizon,Ataque,24/07/2021,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
v1nny,Stars Horizon,254,16,10,8,6,1618,5,0,5,33%,NOORG2.0,Ascent,Stars Horizon,Ataque,24/07/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Challengers #2,Winner's Final,3
chase,Stars Horizon,188,13,9,11,4,1188,4,0,4,39%,NOORG2.0,Ascent,Stars Horizon,Ataque,24/07/2021,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
fuzari,Stars Horizon,169,14,9,1,5,907,1,1,0,32%,NOORG2.0,Ascent,Stars Horizon,Ataque,24/07/2021,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
pancada,Stars Horizon,156,10,11,6,-1,1055,2,0,2,37%,NOORG2.0,Ascent,Stars Horizon,Ataque,24/07/2021,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
tuyz,NOORG2.0,228,14,15,1,-1,1303,2,1,1,17%,Stars Horizon,Ascent,Stars Horizon,Defesa,24/07/2021,5,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
luk,NOORG2.0,207,14,14,3,0,1278,0,0,0,29%,Stars Horizon,Ascent,Stars Horizon,Defesa,24/07/2021,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
matheuzin,NOORG2.0,185,9,15,2,-6,1163,0,6,-6,14%,Stars Horizon,Ascent,Stars Horizon,Defesa,24/07/2021,5,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
kon4n,NOORG2.0,169,9,14,3,-5,1113,1,5,-4,32%,Stars Horizon,Ascent,Stars Horizon,Defesa,24/07/2021,5,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
ryotzz,NOORG2.0,103,5,12,3,-7,799,0,3,-3,15%,Stars Horizon,Ascent,Stars Horizon,Defesa,24/07/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Challengers #2,Winner's Final,3
mwzera,Gamelanders Blue,307,25,16,4,9,1912,0,1,-1,21%,YNG Sharks,Ascent,YNG Sharks,Ataque,24/07/2021,10,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
Jonn,Gamelanders Blue,212,15,19,5,-4,1382,5,8,-3,39%,YNG Sharks,Ascent,YNG Sharks,Ataque,24/07/2021,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Challengers #2,Winner's Final,3
BELKY,Gamelanders Blue,162,12,15,6,-3,1166,2,0,2,21%,YNG Sharks,Ascent,YNG Sharks,Ataque,24/07/2021,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Challengers #2,Winner's Final,3
