Player,Time,Região,ACS,Kills,Ignorar,Deaths,Assists,ADR (Ignorar),ADR,First Kill,First Death,FK - FD,HS%,Adversário,Região Adiversário,Mapa,Mapa Pick,Lado de Início,Rounds Vencidos,Rounds Perdidos,Resultado,Rounds Ataque,Rounds Defesa,Agente,Data,Etapa,Campeonato,Grupo,Bracket,MD
Turko,SuperMassive Blaze,EMEA,226,18,/16/,16,4,1530,153,2,2,0,"0,44",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,9,13,Perdedor,7,2,Sage,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Brave,SuperMassive Blaze,EMEA,211,15,/18/,18,5,1436,"143,6",3,0,3,"0,32",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,9,13,Perdedor,7,2,Omen,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
pAura,SuperMassive Blaze,EMEA,195,15,/16/,16,4,1331,"133,1",4,5,-1,"0,29",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,9,13,Perdedor,7,2,Killjoy,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
russ,SuperMassive Blaze,EMEA,178,12,/18/,18,5,1330,133,1,1,0,"0,27",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,9,13,Perdedor,7,2,Sova,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Izzy,SuperMassive Blaze,EMEA,166,13,/16/,16,4,1234,"123,4",3,1,2,"0,21",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,9,13,Perdedor,7,2,Jett,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
cNed,Acend,EMEA,268,21,/15/,15,0,1584,"158,4",3,2,1,"0,25",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,13,9,Vencedor,8,5,Jett,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
starxo,Acend,EMEA,251,18,/12/,12,8,1705,"170,5",3,1,2,"0,21",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,13,9,Vencedor,8,5,Sage,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
zeek,Acend,EMEA,225,19,/14/,14,5,1354,"135,4",2,2,0,"0,14",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,13,9,Vencedor,8,5,Sova,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Kiles,Acend,EMEA,224,19,/17/,17,4,1548,"154,8",1,2,-1,"0,25",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,13,9,Vencedor,8,5,Killjoy,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
BONECOLD,Acend,EMEA,89,7,/15/,15,5,544,"54,4",0,6,-6,"0,27",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,13,9,Vencedor,8,5,Astra,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Izzy,SuperMassive Blaze,EMEA,265,16,/13/,13,2,1556,"155,6",6,0,6,"0,19",Acend,EMEA,Bind,Acend,Defesa,5,13,Perdedor,3,2,Jett,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
pAura,SuperMassive Blaze,EMEA,264,18,/13/,13,1,1649,"164,9",1,5,-4,"0,46",Acend,EMEA,Bind,Acend,Defesa,5,13,Perdedor,3,2,Viper,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Brave,SuperMassive Blaze,EMEA,154,8,/15/,15,7,1106,"110,6",2,1,1,"0,29",Acend,EMEA,Bind,Acend,Defesa,5,13,Perdedor,3,2,Astra,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
russ,SuperMassive Blaze,EMEA,135,7,/14/,14,7,1061,"106,1",0,1,-1,"0,18",Acend,EMEA,Bind,Acend,Defesa,5,13,Perdedor,3,2,Sova,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Turko,SuperMassive Blaze,EMEA,111,8,/14/,14,3,653,"65,3",1,1,0,"0,23",Acend,EMEA,Bind,Acend,Defesa,5,13,Perdedor,3,2,Skye,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
cNed,Acend,EMEA,318,22,/11/,11,5,1868,"186,8",3,2,1,"0,26",SuperMassive Blaze,EMEA,Bind,Acend,Ataque,13,5,Vencedor,10,3,Sage,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
zeek,Acend,EMEA,292,19,/11/,11,2,1874,"187,4",3,3,0,"0,27",SuperMassive Blaze,EMEA,Bind,Acend,Ataque,13,5,Vencedor,10,3,Raze,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
BONECOLD,Acend,EMEA,220,12,/13/,13,8,1603,"160,3",1,4,-3,"0,35",SuperMassive Blaze,EMEA,Bind,Acend,Ataque,13,5,Vencedor,10,3,Brimstone,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
starxo,Acend,EMEA,159,11,/10/,10,6,938,"93,8",0,1,-1,"0,17",SuperMassive Blaze,EMEA,Bind,Acend,Ataque,13,5,Vencedor,10,3,Skye,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
Kiles,Acend,EMEA,100,5,/12/,12,8,757,"75,7",1,0,1,"0,18",SuperMassive Blaze,EMEA,Bind,Acend,Ataque,13,5,Vencedor,10,3,Viper,10/09/2021,0,Masters Berlin 2021,A,Abertura,3
keloqz,G2 eSports,EMEA,253,18,/12/,12,1,1598,"159,8",4,4,0,"0,34",F4Q,KR,Ascent,G2 eSports,Ataque,13,5,Vencedor,11,2,Jett,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Mixwell,G2 eSports,EMEA,238,16,/11/,11,5,1431,"143,1",1,3,-2,"0,21",F4Q,KR,Ascent,G2 eSports,Ataque,13,5,Vencedor,11,2,Skye,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
AvovA,G2 eSports,EMEA,199,13,/12/,12,7,1413,"141,3",2,3,-1,"0,31",F4Q,KR,Ascent,G2 eSports,Ataque,13,5,Vencedor,11,2,Astra,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
nukkye,G2 eSports,EMEA,199,13,/9/,9,9,1373,"137,3",0,1,-1,"0,22",F4Q,KR,Ascent,G2 eSports,Ataque,13,5,Vencedor,11,2,Sage,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
koldamenta,G2 eSports,EMEA,197,12,/10/,10,10,1299,"129,9",0,0,0,"0,25",F4Q,KR,Ascent,G2 eSports,Ataque,13,5,Vencedor,11,2,Sova,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Esperanza,F4Q,KR,249,16,/15/,15,6,1586,"158,6",4,0,4,"0,36",G2 eSports,EMEA,Ascent,G2 eSports,Defesa,5,13,Perdedor,4,1,Sova,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
zunba,F4Q,KR,207,13,/13/,13,6,1476,"147,6",0,1,-1,"0,27",G2 eSports,EMEA,Ascent,G2 eSports,Defesa,5,13,Perdedor,4,1,Astra,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Bunny,F4Q,KR,199,11,/15/,15,5,1414,"141,4",6,3,3,"0,12",G2 eSports,EMEA,Ascent,G2 eSports,Defesa,5,13,Perdedor,4,1,Raze,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Efina,F4Q,KR,151,7,/15/,15,4,1206,"120,6",1,2,-1,"0,1",G2 eSports,EMEA,Ascent,G2 eSports,Defesa,5,13,Perdedor,4,1,Killjoy,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
fiveK,F4Q,KR,89,7,/14/,14,2,550,55,0,1,-1,"0,18",G2 eSports,EMEA,Ascent,G2 eSports,Defesa,5,13,Perdedor,4,1,Reyna,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
keloqz,G2 eSports,EMEA,228,18,/17/,17,4,1376,"137,6",0,2,-2,"0,39",F4Q,KR,Bind,F4Q,Defesa,9,13,Perdedor,5,4,Sage,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
nukkye,G2 eSports,EMEA,228,16,/18/,18,2,1435,"143,5",7,4,3,"0,18",F4Q,KR,Bind,F4Q,Defesa,9,13,Perdedor,5,4,Raze,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
koldamenta,G2 eSports,EMEA,191,13,/16/,16,4,1327,"132,7",0,2,-2,"0,28",F4Q,KR,Bind,F4Q,Defesa,9,13,Perdedor,5,4,Sova,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
AvovA,G2 eSports,EMEA,180,14,/15/,15,2,1185,"118,5",3,2,1,"0,23",F4Q,KR,Bind,F4Q,Defesa,9,13,Perdedor,5,4,Astra,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Mixwell,G2 eSports,EMEA,137,11,/15/,15,5,907,"90,7",1,1,0,"0,19",F4Q,KR,Bind,F4Q,Defesa,9,13,Perdedor,5,4,Skye,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
fiveK,F4Q,KR,264,22,/17/,17,7,1557,"155,7",4,1,3,"0,21",G2 eSports,EMEA,Bind,F4Q,Ataque,13,9,Vencedor,8,5,Skye,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Esperanza,F4Q,KR,249,19,/14/,14,2,1741,"174,1",2,2,0,"0,35",G2 eSports,EMEA,Bind,F4Q,Ataque,13,9,Vencedor,8,5,Sova,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Bunny,F4Q,KR,213,16,/14/,14,3,1459,"145,9",3,5,-2,"0,14",G2 eSports,EMEA,Bind,F4Q,Ataque,13,9,Vencedor,8,5,Raze,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
zunba,F4Q,KR,212,16,/15/,15,6,1884,"188,4",1,1,0,"0,18",G2 eSports,EMEA,Bind,F4Q,Ataque,13,9,Vencedor,8,5,Astra,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Efina,F4Q,KR,118,8,/12/,12,6,880,88,1,2,-1,"0,13",G2 eSports,EMEA,Bind,F4Q,Ataque,13,9,Vencedor,8,5,Killjoy,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
keloqz,G2 eSports,EMEA,301,24,/16/,16,2,1921,"192,1",6,3,3,"0,45",F4Q,KR,Haven,G2 eSports,Ataque,13,8,Vencedor,7,6,Jett,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
nukkye,G2 eSports,EMEA,226,19,/11/,11,6,1928,"192,8",0,1,-1,"0,27",F4Q,KR,Haven,G2 eSports,Ataque,13,8,Vencedor,7,6,Sage,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
AvovA,G2 eSports,EMEA,206,14,/13/,13,4,1398,"139,8",2,2,0,"0,21",F4Q,KR,Haven,G2 eSports,Ataque,13,8,Vencedor,7,6,Astra,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Mixwell,G2 eSports,EMEA,184,13,/16/,16,8,1300,130,1,1,0,"0,2",F4Q,KR,Haven,G2 eSports,Ataque,13,8,Vencedor,7,6,Killjoy,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
koldamenta,G2 eSports,EMEA,126,9,/12/,12,14,910,91,1,4,-3,"0,19",F4Q,KR,Haven,G2 eSports,Ataque,13,8,Vencedor,7,6,Skye,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Bunny,F4Q,KR,262,18,/16/,16,2,1730,173,4,1,3,"0,14",G2 eSports,EMEA,Haven,G2 eSports,Defesa,8,13,Perdedor,3,5,Raze,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Esperanza,F4Q,KR,236,17,/14/,14,6,1446,"144,6",3,3,0,"0,27",G2 eSports,EMEA,Haven,G2 eSports,Defesa,8,13,Perdedor,3,5,Sova,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
zunba,F4Q,KR,195,16,/16/,16,2,1481,"148,1",0,2,-2,"0,29",G2 eSports,EMEA,Haven,G2 eSports,Defesa,8,13,Perdedor,3,5,Astra,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Efina,F4Q,KR,128,9,/15/,15,0,867,"86,7",1,2,-1,"0,24",G2 eSports,EMEA,Haven,G2 eSports,Defesa,8,13,Perdedor,3,5,Killjoy,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
fiveK,F4Q,KR,124,8,/18/,18,6,890,89,3,2,1,"0,31",G2 eSports,EMEA,Haven,G2 eSports,Defesa,8,13,Perdedor,3,5,Skye,10/09/2021,0,Masters Berlin 2021,D,Abertura,3
Ethan,100 Thieves,NA,250,16,/9/,9,5,1438,"143,8",2,0,2,"0,27",Havan Liberty,BR,Ascent,100 Thieves,Defesa,13,3,Vencedor,4,9,Skye,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
steel,100 Thieves,NA,248,15,/10/,10,8,1525,"152,5",3,3,0,"0,24",Havan Liberty,BR,Ascent,100 Thieves,Defesa,13,3,Vencedor,4,9,Kay/O,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
nitr0,100 Thieves,NA,237,15,/10/,10,3,1614,"161,4",2,1,1,"0,36",Havan Liberty,BR,Ascent,100 Thieves,Defesa,13,3,Vencedor,4,9,Omen,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Asuna,100 Thieves,NA,228,12,/13/,13,2,1426,"142,6",3,1,2,"0,26",Havan Liberty,BR,Ascent,100 Thieves,Defesa,13,3,Vencedor,4,9,Jett,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Hiko,100 Thieves,NA,198,11,/5/,5,8,1425,"142,5",0,1,-1,"0,27",Havan Liberty,BR,Ascent,100 Thieves,Defesa,13,3,Vencedor,4,9,Sova,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
krain,Havan Liberty,BR,284,16,/13/,13,3,1956,"195,6",2,0,2,"0,33",100 Thieves,NA,Ascent,100 Thieves,Ataque,3,13,Perdedor,3,0,Sova,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
liazzi,Havan Liberty,BR,199,10,/14/,14,2,1371,"137,1",1,4,-3,"0,2",100 Thieves,NA,Ascent,100 Thieves,Ataque,3,13,Perdedor,3,0,Jett,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
pleets,Havan Liberty,BR,165,9,/11/,11,5,1049,"104,9",1,1,0,"0,24",100 Thieves,NA,Ascent,100 Thieves,Ataque,3,13,Perdedor,3,0,Astra,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Myssen,Havan Liberty,BR,130,5,/16/,16,7,955,"95,5",0,4,-4,"0,52",100 Thieves,NA,Ascent,100 Thieves,Ataque,3,13,Perdedor,3,0,Skye,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
shion,Havan Liberty,BR,100,6,/15/,15,2,686,"68,6",2,1,1,"0,5",100 Thieves,NA,Ascent,100 Thieves,Ataque,3,13,Perdedor,3,0,Breach,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Asuna,100 Thieves,NA,333,22,/12/,12,2,2031,"203,1",5,2,3,"0,31",Havan Liberty,BR,Icebox,Havan Liberty,Defesa,13,6,Vencedor,5,8,Reyna,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Ethan,100 Thieves,NA,291,21,/10/,10,7,1780,178,4,4,0,"0,24",Havan Liberty,BR,Icebox,Havan Liberty,Defesa,13,6,Vencedor,5,8,Omen,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Hiko,100 Thieves,NA,209,14,/8/,8,2,1378,"137,8",0,1,-1,"0,34",Havan Liberty,BR,Icebox,Havan Liberty,Defesa,13,6,Vencedor,5,8,Sova,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
steel,100 Thieves,NA,176,12,/13/,13,2,1269,"126,9",2,1,1,"0,25",Havan Liberty,BR,Icebox,Havan Liberty,Defesa,13,6,Vencedor,5,8,Killjoy,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
nitr0,100 Thieves,NA,126,10,/7/,7,4,1022,"102,2",0,0,0,"0,24",Havan Liberty,BR,Icebox,Havan Liberty,Defesa,13,6,Vencedor,5,8,Viper,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
shion,Havan Liberty,BR,182,12,/17/,17,1,1139,"113,9",3,4,-1,"0,18",100 Thieves,NA,Icebox,Havan Liberty,Ataque,6,13,Perdedor,4,2,Reyna,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
Myssen,Havan Liberty,BR,182,11,/15/,15,3,1222,"122,2",2,3,-1,"0,41",100 Thieves,NA,Icebox,Havan Liberty,Ataque,6,13,Perdedor,4,2,Viper,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
pleets,Havan Liberty,BR,175,10,/17/,17,7,1214,"121,4",0,2,-2,"0,17",100 Thieves,NA,Icebox,Havan Liberty,Ataque,6,13,Perdedor,4,2,Sage,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
krain,Havan Liberty,BR,160,8,/15/,15,4,1162,"116,2",2,0,2,"0,12",100 Thieves,NA,Icebox,Havan Liberty,Ataque,6,13,Perdedor,4,2,Sova,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
liazzi,Havan Liberty,BR,125,9,/15/,15,1,1305,"130,5",1,2,-1,"0,14",100 Thieves,NA,Icebox,Havan Liberty,Ataque,6,13,Perdedor,4,2,Jett,10/09/2021,0,Masters Berlin 2021,C,Abertura,3
k1Ng,Vision Strikers,KR,275,22,/13/,13,2,1804,"180,4",4,2,2,"0,34",Paper Rex,SEA,Haven,Vision Strikers,Ataque,13,9,Vencedor,8,4,Killjoy,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
Rb,Vision Strikers,KR,252,21,/10/,10,8,1523,"152,3",1,1,0,"0,31",Paper Rex,SEA,Haven,Vision Strikers,Ataque,13,9,Vencedor,8,4,Skye,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
BuZz,Vision Strikers,KR,242,17,/15/,15,5,1633,"163,3",5,4,1,"0,18",Paper Rex,SEA,Haven,Vision Strikers,Ataque,13,9,Vencedor,8,4,Jett,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
MaKo,Vision Strikers,KR,172,14,/11/,11,9,1124,"112,4",3,1,2,"0,27",Paper Rex,SEA,Haven,Vision Strikers,Ataque,13,9,Vencedor,8,4,Astra,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
stax,Vision Strikers,KR,117,11,/11/,11,6,859,"85,9",0,1,-1,"0,22",Paper Rex,SEA,Haven,Vision Strikers,Ataque,13,9,Vencedor,8,4,Breach,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
f0rsakeN,Paper Rex,SEA,281,21,/19/,19,2,1689,"168,9",5,6,-1,"0,28",Vision Strikers,KR,Haven,Vision Strikers,Defesa,9,13,Perdedor,5,5,Jett,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
d4v41,Paper Rex,SEA,165,11,/20/,20,5,1136,"113,6",3,2,1,"0,28",Vision Strikers,KR,Haven,Vision Strikers,Defesa,9,13,Perdedor,5,5,Skye,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
mindfreak,Paper Rex,SEA,139,11,/16/,16,6,1400,140,0,0,0,"0,21",Vision Strikers,KR,Haven,Vision Strikers,Defesa,9,13,Perdedor,5,5,Astra,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
Benkai,Paper Rex,SEA,122,10,/16/,16,0,880,88,1,2,-1,"0,33",Vision Strikers,KR,Haven,Vision Strikers,Defesa,9,13,Perdedor,5,5,Cypher,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
shiba,Paper Rex,SEA,108,7,/14/,14,6,861,"86,1",0,3,-3,"0,16",Vision Strikers,KR,Haven,Vision Strikers,Defesa,9,13,Perdedor,5,5,Sova,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
BuZz,Vision Strikers,KR,240,19,/20/,20,3,1486,"148,6",7,6,1,"0,19",Paper Rex,SEA,Icebox,Paper Rex,Defesa,13,11,Vencedor,10,3,Jett,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
Rb,Vision Strikers,KR,224,20,/15/,15,7,1563,"156,3",0,0,0,"0,28",Paper Rex,SEA,Icebox,Paper Rex,Defesa,13,11,Vencedor,10,3,Sova,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
MaKo,Vision Strikers,KR,213,18,/13/,13,7,1493,"149,3",1,2,-1,"0,27",Paper Rex,SEA,Icebox,Paper Rex,Defesa,13,11,Vencedor,10,3,Viper,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
stax,Vision Strikers,KR,186,19,/14/,14,6,1089,"108,9",0,2,-2,"0,29",Paper Rex,SEA,Icebox,Paper Rex,Defesa,13,11,Vencedor,10,3,Sage,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
k1Ng,Vision Strikers,KR,161,11,/17/,17,3,1208,"120,8",2,4,-2,"0,29",Paper Rex,SEA,Icebox,Paper Rex,Defesa,13,11,Vencedor,10,3,Killjoy,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
f0rsakeN,Paper Rex,SEA,307,27,/18/,18,3,1688,"168,8",9,3,6,"0,3",Vision Strikers,KR,Icebox,Paper Rex,Ataque,11,13,Perdedor,9,2,Jett,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
d4v41,Paper Rex,SEA,199,17,/15/,15,8,1373,"137,3",1,2,-1,"0,31",Vision Strikers,KR,Icebox,Paper Rex,Ataque,11,13,Perdedor,9,2,Sage,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
Benkai,Paper Rex,SEA,188,15,/16/,16,3,1305,"130,5",3,2,1,"0,28",Vision Strikers,KR,Icebox,Paper Rex,Ataque,11,13,Perdedor,9,2,Killjoy,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
mindfreak,Paper Rex,SEA,137,10,/18/,18,11,1013,"101,3",0,1,-1,"0,11",Vision Strikers,KR,Icebox,Paper Rex,Ataque,11,13,Perdedor,9,2,Viper,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
shiba,Paper Rex,SEA,127,10,/20/,20,3,805,"80,5",1,2,-1,"0,22",Vision Strikers,KR,Icebox,Paper Rex,Ataque,11,13,Perdedor,9,2,Sova,11/09/2021,0,Masters Berlin 2021,A,Abertura,3
murizzz,Vivo Keyd,BR,297,29,/21/,21,4,1855,"185,5",8,5,3,"0,2",Team Envy,NA,Icebox,Vivo Keyd,Ataque,13,15,Perdedor,8,5,Reyna,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
heat,Vivo Keyd,BR,229,25,/21/,21,2,1396,"139,6",5,1,4,"0,25",Team Envy,NA,Icebox,Vivo Keyd,Ataque,13,15,Perdedor,8,5,Jett,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
ntk,Vivo Keyd,BR,175,18,/22/,22,4,1098,"109,8",1,1,0,"0,14",Team Envy,NA,Icebox,Vivo Keyd,Ataque,13,15,Perdedor,8,5,Sova,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
JhoW,Vivo Keyd,BR,172,15,/22/,22,18,1116,"111,6",2,1,1,"0,16",Team Envy,NA,Icebox,Vivo Keyd,Ataque,13,15,Perdedor,8,5,Sage,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
v1xen,Vivo Keyd,BR,170,16,/19/,19,12,1194,"119,4",1,3,-2,"0,26",Team Envy,NA,Icebox,Vivo Keyd,Ataque,13,15,Perdedor,8,5,Viper,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
yay,Team Envy,NA,291,29,/19/,19,4,1945,"194,5",5,3,2,"0,25",Vivo Keyd,BR,Icebox,Vivo Keyd,Defesa,15,13,Vencedor,9,6,Jett,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
crashies,Team Envy,NA,270,26,/18/,18,8,2196,"219,6",1,1,0,"0,3",Vivo Keyd,BR,Icebox,Vivo Keyd,Defesa,15,13,Vencedor,9,6,Sova,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
Victor,Team Envy,NA,214,19,/20/,20,6,1443,"144,3",2,3,-1,"0,21",Vivo Keyd,BR,Icebox,Vivo Keyd,Defesa,15,13,Vencedor,9,6,Raze,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
Marved,Team Envy,NA,193,17,/23/,23,6,1472,"147,2",1,3,-2,"0,29",Vivo Keyd,BR,Icebox,Vivo Keyd,Defesa,15,13,Vencedor,9,6,Viper,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
FNS,Team Envy,NA,135,14,/23/,23,3,926,"92,6",2,7,-5,"0,14",Vivo Keyd,BR,Icebox,Vivo Keyd,Defesa,15,13,Vencedor,9,6,Killjoy,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
heat,Vivo Keyd,BR,375,26,/16/,16,6,2342,"234,2",9,2,7,"0,21",Team Envy,NA,Bind,Team Envy,Defesa,9,13,Perdedor,4,5,Jett,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
ntk,Vivo Keyd,BR,161,12,/16/,16,7,1111,"111,1",0,1,-1,"0,12",Team Envy,NA,Bind,Team Envy,Defesa,9,13,Perdedor,4,5,Sova,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
v1xen,Vivo Keyd,BR,150,12,/17/,17,1,1083,"108,3",0,1,-1,"0,21",Team Envy,NA,Bind,Team Envy,Defesa,9,13,Perdedor,4,5,Astra,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
murizzz,Vivo Keyd,BR,127,9,/19/,19,5,810,81,2,5,-3,"0,22",Team Envy,NA,Bind,Team Envy,Defesa,9,13,Perdedor,4,5,Raze,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
JhoW,Vivo Keyd,BR,119,10,/14/,14,5,846,"84,6",0,2,-2,"0,21",Team Envy,NA,Bind,Team Envy,Defesa,9,13,Perdedor,4,5,Sage,11/09/2021,0,Masters Berlin 2021,B,Abertura,3
