Player,Time,Região,ACS,Kills,Ignorar,Deaths,Assists,ADR (Ignorar),ADR,First Kill,First Death,FK - FD,HS%,Adversário,Região Adiversário,Mapa,Mapa Pick,Lado de Início,Rounds Vencidos,Rounds Perdidos,Resultado,Rounds Ataque,Rounds Defesa,Agente,Data,Etapa,Campeonato,Grupo,Bracket,MD
ade,Crazy Raccoon,JP,195,17,/12/,12,9,1399,"139,9",1,1,0,"0,22",Havan Liberty,BR,Split,Crazy Raccoon,Defesa,13,8,Vencedor,9,4,Viper,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
neth,Crazy Raccoon,JP,187,16,/11/,11,7,1195,"119,5",1,1,0,"0,18",Havan Liberty,BR,Split,Crazy Raccoon,Defesa,13,8,Vencedor,9,4,Astra,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
shion,Havan Liberty,BR,335,24,/19/,19,3,2130,213,6,4,2,"0,12",Crazy Raccoon,JP,Split,Crazy Raccoon,Ataque,8,13,Perdedor,5,3,Raze,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
pleets,Havan Liberty,BR,198,13,/18/,18,6,1255,"125,5",3,1,2,"0,08",Crazy Raccoon,JP,Split,Crazy Raccoon,Ataque,8,13,Perdedor,5,3,Astra,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
liazzi,Havan Liberty,BR,175,12,/17/,17,4,1321,"132,1",0,3,-3,"0,2",Crazy Raccoon,JP,Split,Crazy Raccoon,Ataque,8,13,Perdedor,5,3,Killjoy,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
Myssen,Havan Liberty,BR,164,13,/15/,15,5,1116,"111,6",1,0,1,"0,5",Crazy Raccoon,JP,Split,Crazy Raccoon,Ataque,8,13,Perdedor,5,3,Viper,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
krain,Havan Liberty,BR,111,8,/18/,18,2,795,"79,5",0,3,-3,"0,07",Crazy Raccoon,JP,Split,Crazy Raccoon,Ataque,8,13,Perdedor,5,3,Skye,14/09/2021,0,Masters Berlin 2021,C,Eliminação,3
d4v41,Paper Rex,SEA,277,25,/15/,15,6,1924,"192,4",4,1,3,"0,33",SuperMassive Blaze,EMEA,Haven,SuperMassive Blaze,Ataque,14,12,Vencedor,8,6,Skye,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
shiba,Paper Rex,SEA,206,18,/14/,14,14,1358,"135,8",1,0,1,"0,21",SuperMassive Blaze,EMEA,Haven,SuperMassive Blaze,Ataque,14,12,Vencedor,8,6,Sova,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
f0rsakeN,Paper Rex,SEA,196,18,/19/,19,1,1202,"120,2",5,9,-4,"0,37",SuperMassive Blaze,EMEA,Haven,SuperMassive Blaze,Ataque,14,12,Vencedor,8,6,Jett,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
mindfreak,Paper Rex,SEA,154,15,/18/,18,4,1808,"180,8",2,1,1,"0,2",SuperMassive Blaze,EMEA,Haven,SuperMassive Blaze,Ataque,14,12,Vencedor,8,6,Astra,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Benkai,Paper Rex,SEA,135,10,/15/,15,8,1363,"136,3",3,0,3,"0,22",SuperMassive Blaze,EMEA,Haven,SuperMassive Blaze,Ataque,14,12,Vencedor,8,6,Cypher,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
pAura,SuperMassive Blaze,EMEA,215,18,/19/,19,5,1390,139,5,5,0,"0,29",Paper Rex,SEA,Haven,SuperMassive Blaze,Defesa,12,14,Perdedor,7,5,Killjoy,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Izzy,SuperMassive Blaze,EMEA,205,21,/17/,17,1,1370,137,2,5,-3,"0,19",Paper Rex,SEA,Haven,SuperMassive Blaze,Defesa,12,14,Perdedor,7,5,Jett,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Brave,SuperMassive Blaze,EMEA,183,15,/17/,17,10,1445,"144,5",2,3,-1,"0,33",Paper Rex,SEA,Haven,SuperMassive Blaze,Defesa,12,14,Perdedor,7,5,Omen,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Turko,SuperMassive Blaze,EMEA,148,14,/16/,16,4,1410,141,1,0,1,"0,39",Paper Rex,SEA,Haven,SuperMassive Blaze,Defesa,12,14,Perdedor,7,5,Sage,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
russ,SuperMassive Blaze,EMEA,141,13,/17/,17,4,1147,"114,7",1,2,-1,"0,33",Paper Rex,SEA,Haven,SuperMassive Blaze,Defesa,12,14,Perdedor,7,5,Sova,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
d4v41,Paper Rex,SEA,175,8,/14/,14,4,1178,"117,8",0,2,-2,"0,18",SuperMassive Blaze,EMEA,Breeze,Paper Rex,Defesa,2,13,Perdedor,2,0,Skye,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
mindfreak,Paper Rex,SEA,160,8,/13/,13,2,1004,"100,4",1,3,-2,"0,19",SuperMassive Blaze,EMEA,Breeze,Paper Rex,Defesa,2,13,Perdedor,2,0,Viper,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
f0rsakeN,Paper Rex,SEA,154,6,/15/,15,2,1224,"122,4",2,6,-4,"0,39",SuperMassive Blaze,EMEA,Breeze,Paper Rex,Defesa,2,13,Perdedor,2,0,Jett,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Benkai,Paper Rex,SEA,106,5,/13/,13,2,703,"70,3",0,0,0,"0,12",SuperMassive Blaze,EMEA,Breeze,Paper Rex,Defesa,2,13,Perdedor,2,0,Killjoy,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
shiba,Paper Rex,SEA,28,0,/13/,13,3,285,"28,5",0,1,-1,0,SuperMassive Blaze,EMEA,Breeze,Paper Rex,Defesa,2,13,Perdedor,2,0,Sova,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Brave,SuperMassive Blaze,EMEA,284,14,/7/,7,5,1675,"167,5",3,0,3,"0,27",Paper Rex,SEA,Breeze,Paper Rex,Ataque,13,2,Vencedor,3,10,Viper,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
russ,SuperMassive Blaze,EMEA,268,16,/4/,4,3,1787,"178,7",2,0,2,"0,32",Paper Rex,SEA,Breeze,Paper Rex,Ataque,13,2,Vencedor,3,10,Sova,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
pAura,SuperMassive Blaze,EMEA,259,16,/6/,6,3,1568,"156,8",2,2,0,"0,38",Paper Rex,SEA,Breeze,Paper Rex,Ataque,13,2,Vencedor,3,10,Cypher,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Izzy,SuperMassive Blaze,EMEA,217,13,/6/,6,3,1497,"149,7",4,1,3,"0,19",Paper Rex,SEA,Breeze,Paper Rex,Ataque,13,2,Vencedor,3,10,Jett,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Turko,SuperMassive Blaze,EMEA,169,9,/4/,4,5,1206,"120,6",1,0,1,"0,33",Paper Rex,SEA,Breeze,Paper Rex,Ataque,13,2,Vencedor,3,10,Skye,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
f0rsakeN,Paper Rex,SEA,200,16,/19/,19,3,1286,"128,6",5,3,2,"0,29",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,4,6,Reyna,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Benkai,Paper Rex,SEA,194,15,/13/,13,1,1337,"133,7",2,2,0,"0,24",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,4,6,Killjoy,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
shiba,Paper Rex,SEA,175,13,/16/,16,5,1174,"117,4",2,3,-1,"0,27",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,4,6,Sage,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
mindfreak,Paper Rex,SEA,173,14,/17/,17,2,1090,109,0,0,0,"0,14",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,4,6,Astra,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
d4v41,Paper Rex,SEA,137,10,/19/,19,5,979,"97,9",3,3,0,"0,14",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,4,6,Jett,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Brave,SuperMassive Blaze,EMEA,250,23,/13/,13,6,1616,"161,6",3,1,2,"0,43",Paper Rex,SEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,6,7,Astra,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Izzy,SuperMassive Blaze,EMEA,238,18,/16/,16,5,1555,"155,5",4,5,-1,"0,11",Paper Rex,SEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,6,7,Raze,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
Turko,SuperMassive Blaze,EMEA,232,19,/13/,13,8,1322,"132,2",3,1,2,"0,17",Paper Rex,SEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,6,7,Sage,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
russ,SuperMassive Blaze,EMEA,228,18,/15/,15,7,1432,"143,2",0,1,-1,"0,29",Paper Rex,SEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,6,7,Skye,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
pAura,SuperMassive Blaze,EMEA,72,6,/11/,11,4,571,"57,1",1,4,-3,"0,41",Paper Rex,SEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,6,7,Cypher,15/09/2021,0,Masters Berlin 2021,A,Eliminação,3
keloqz,G2 eSports,EMEA,376,23,/5/,5,4,2333,"233,3",5,0,5,"0,26",Sentinels,NA,Icebox,G2 eSports,Ataque,13,3,Vencedor,9,4,Jett,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
nukkye,G2 eSports,EMEA,315,17,/8/,8,4,1958,"195,8",2,1,1,"0,21",Sentinels,NA,Icebox,G2 eSports,Ataque,13,3,Vencedor,9,4,Raze,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
Mixwell,G2 eSports,EMEA,211,11,/10/,10,8,1502,"150,2",2,1,1,"0,13",Sentinels,NA,Icebox,G2 eSports,Ataque,13,3,Vencedor,9,4,Viper,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
koldamenta,G2 eSports,EMEA,172,10,/10/,10,8,1103,"110,3",1,2,-1,"0,13",Sentinels,NA,Icebox,G2 eSports,Ataque,13,3,Vencedor,9,4,Sova,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
AvovA,G2 eSports,EMEA,149,11,/5/,5,9,914,"91,4",2,0,2,"0,23",Sentinels,NA,Icebox,G2 eSports,Ataque,13,3,Vencedor,9,4,Sage,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
ShahZaM,Sentinels,NA,219,11,/14/,14,2,1247,"124,7",2,2,0,"0,11",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,3,13,Perdedor,0,3,Jett,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
TenZ,Sentinels,NA,201,10,/14/,14,3,1406,"140,6",0,4,-4,"0,21",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,3,13,Perdedor,0,3,Reyna,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
SicK,Sentinels,NA,174,9,/15/,15,5,1148,"114,8",1,3,-2,"0,34",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,3,13,Perdedor,0,3,Sage,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
dapr,Sentinels,NA,147,7,/14/,14,0,858,"85,8",1,2,-1,"0,25",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,3,13,Perdedor,0,3,Sova,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
zombs,Sentinels,NA,59,1,/15/,15,5,523,"52,3",0,1,-1,"0,1",G2 eSports,EMEA,Icebox,G2 eSports,Defesa,3,13,Perdedor,0,3,Viper,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
AvovA,G2 eSports,EMEA,285,26,/16/,16,6,1854,"185,4",1,1,0,"0,3",Sentinels,NA,Split,Sentinels,Defesa,13,11,Vencedor,5,8,Astra,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
Mixwell,G2 eSports,EMEA,237,17,/19/,19,9,1725,"172,5",5,6,-1,"0,18",Sentinels,NA,Split,Sentinels,Defesa,13,11,Vencedor,5,8,Raze,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
nukkye,G2 eSports,EMEA,228,20,/12/,12,7,1520,152,1,2,-1,"0,27",Sentinels,NA,Split,Sentinels,Defesa,13,11,Vencedor,5,8,Reyna,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
keloqz,G2 eSports,EMEA,225,19,/17/,17,3,1588,"158,8",4,2,2,"0,22",Sentinels,NA,Split,Sentinels,Defesa,13,11,Vencedor,5,8,Sage,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
koldamenta,G2 eSports,EMEA,148,12,/16/,16,5,1082,"108,2",1,1,0,"0,19",Sentinels,NA,Split,Sentinels,Defesa,13,11,Vencedor,5,8,Killjoy,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
dapr,Sentinels,NA,221,18,/16/,16,4,1484,"148,4",3,1,2,"0,23",G2 eSports,EMEA,Split,Sentinels,Ataque,11,13,Perdedor,4,7,Viper,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
SicK,Sentinels,NA,217,18,/20/,20,9,1450,145,5,4,1,"0,19",G2 eSports,EMEA,Split,Sentinels,Ataque,11,13,Perdedor,4,7,Sage,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
TenZ,Sentinels,NA,208,17,/22/,22,5,1320,132,1,4,-3,"0,18",G2 eSports,EMEA,Split,Sentinels,Ataque,11,13,Perdedor,4,7,Reyna,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
ShahZaM,Sentinels,NA,177,14,/19/,19,2,1165,"116,5",2,1,1,"0,17",G2 eSports,EMEA,Split,Sentinels,Ataque,11,13,Perdedor,4,7,Jett,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
zombs,Sentinels,NA,155,13,/17/,17,9,1057,"105,7",1,2,-1,"0,12",G2 eSports,EMEA,Split,Sentinels,Ataque,11,13,Perdedor,4,7,Astra,15/09/2021,0,Masters Berlin 2021,D,Abertura,3
keznit,KRÜ,LATAM,360,31,/18/,18,8,2183,"218,3",5,2,3,"0,15",Vivo Keyd,BR,Split,Vivo Keyd,Defesa,13,11,Vencedor,6,7,Raze,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
Klaus,KRÜ,LATAM,248,22,/11/,11,2,2490,249,3,1,2,"0,19",Vivo Keyd,BR,Split,Vivo Keyd,Defesa,13,11,Vencedor,6,7,Killjoy,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
NagZ,KRÜ,LATAM,183,15,/20/,20,4,1261,"126,1",2,3,-1,"0,22",Vivo Keyd,BR,Split,Vivo Keyd,Defesa,13,11,Vencedor,6,7,Jett,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
delz1k,KRÜ,LATAM,135,12,/17/,17,6,1448,"144,8",0,2,-2,"0,23",Vivo Keyd,BR,Split,Vivo Keyd,Defesa,13,11,Vencedor,6,7,Astra,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
Mazino,KRÜ,LATAM,124,11,/17/,17,9,748,"74,8",1,5,-4,"0,18",Vivo Keyd,BR,Split,Vivo Keyd,Defesa,13,11,Vencedor,6,7,Sage,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
v1xen,Vivo Keyd,BR,226,21,/17/,17,10,1485,"148,5",0,0,0,"0,28",KRÜ,LATAM,Split,Vivo Keyd,Ataque,11,13,Perdedor,5,6,Astra,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
murizzz,Vivo Keyd,BR,221,15,/22/,22,5,1700,170,4,4,0,"0,22",KRÜ,LATAM,Split,Vivo Keyd,Ataque,11,13,Perdedor,5,6,Raze,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
JhoW,Vivo Keyd,BR,193,17,/14/,14,6,1258,"125,8",3,1,2,"0,13",KRÜ,LATAM,Split,Vivo Keyd,Ataque,11,13,Perdedor,5,6,Killjoy,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
heat,Vivo Keyd,BR,184,16,/19/,19,2,1382,"138,2",2,1,1,"0,31",KRÜ,LATAM,Split,Vivo Keyd,Ataque,11,13,Perdedor,5,6,Jett,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
ntk,Vivo Keyd,BR,183,14,/19/,19,8,1275,"127,5",4,5,-1,"0,17",KRÜ,LATAM,Split,Vivo Keyd,Ataque,11,13,Perdedor,5,6,Sage,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
delz1k,KRÜ,LATAM,260,23,/17/,17,4,1723,"172,3",2,3,-1,"0,35",Vivo Keyd,BR,Haven,KRÜ,Ataque,13,11,Vencedor,4,9,Astra,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
NagZ,KRÜ,LATAM,217,18,/13/,13,5,1440,144,5,1,4,"0,29",Vivo Keyd,BR,Haven,KRÜ,Ataque,13,11,Vencedor,4,9,Jett,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
Mazino,KRÜ,LATAM,205,16,/16/,16,11,1363,"136,3",3,2,1,"0,17",Vivo Keyd,BR,Haven,KRÜ,Ataque,13,11,Vencedor,4,9,Sage,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
keznit,KRÜ,LATAM,181,18,/14/,14,10,1238,"123,8",2,1,1,"0,24",Vivo Keyd,BR,Haven,KRÜ,Ataque,13,11,Vencedor,4,9,Skye,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
Klaus,KRÜ,LATAM,148,10,/16/,16,8,1048,"104,8",3,2,1,"0,18",Vivo Keyd,BR,Haven,KRÜ,Ataque,13,11,Vencedor,4,9,Killjoy,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
v1xen,Vivo Keyd,BR,204,19,/12/,12,4,1464,"146,4",0,0,0,"0,38",KRÜ,LATAM,Haven,KRÜ,Defesa,11,13,Perdedor,3,8,Astra,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
murizzz,Vivo Keyd,BR,201,16,/17/,17,7,1354,"135,4",2,4,-2,"0,22",KRÜ,LATAM,Haven,KRÜ,Defesa,11,13,Perdedor,3,8,Phoenix,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
JhoW,Vivo Keyd,BR,196,15,/19/,19,7,1281,"128,1",3,3,0,"0,1",KRÜ,LATAM,Haven,KRÜ,Defesa,11,13,Perdedor,3,8,Killjoy,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
ntk,Vivo Keyd,BR,169,14,/18/,18,5,1133,"113,3",0,2,-2,"0,26",KRÜ,LATAM,Haven,KRÜ,Defesa,11,13,Perdedor,3,8,Sova,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
heat,Vivo Keyd,BR,161,12,/19/,19,3,1093,"109,3",4,6,-2,"0,26",KRÜ,LATAM,Haven,KRÜ,Defesa,11,13,Perdedor,3,8,Jett,15/09/2021,0,Masters Berlin 2021,B,Decisão,3
zeek,Acend,EMEA,265,16,/13/,13,5,2158,"215,8",0,0,0,"0,08",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,6,13,Perdedor,1,5,Sova,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
cNed,Acend,EMEA,222,13,/20/,20,4,1425,"142,5",4,5,-1,"0,15",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,6,13,Perdedor,1,5,Jett,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Kiles,Acend,EMEA,195,12,/16/,16,8,1335,"133,5",2,1,1,"0,23",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,6,13,Perdedor,1,5,Killjoy,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
starxo,Acend,EMEA,178,12,/15/,15,7,1280,128,1,2,-1,"0,24",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,6,13,Perdedor,1,5,Sage,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
BONECOLD,Acend,EMEA,101,8,/14/,14,6,1143,"114,3",0,4,-4,"0,17",SuperMassive Blaze,EMEA,Ascent,SuperMassive Blaze,Defesa,6,13,Perdedor,1,5,Astra,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Izzy,SuperMassive Blaze,EMEA,344,26,/12/,12,3,2028,"202,8",5,1,4,"0,28",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,13,6,Vencedor,7,6,Jett,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
russ,SuperMassive Blaze,EMEA,271,17,/14/,14,9,1923,"192,3",3,0,3,"0,28",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,13,6,Vencedor,7,6,Sova,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Brave,SuperMassive Blaze,EMEA,194,13,/13/,13,9,1282,"128,2",2,2,0,"0,33",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,13,6,Vencedor,7,6,Omen,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Turko,SuperMassive Blaze,EMEA,150,12,/11/,11,9,975,"97,5",2,1,1,"0,27",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,13,6,Vencedor,7,6,Sage,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
pAura,SuperMassive Blaze,EMEA,146,10,/11/,11,4,1077,"107,7",0,3,-3,"0,29",Acend,EMEA,Ascent,SuperMassive Blaze,Ataque,13,6,Vencedor,7,6,Killjoy,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
cNed,Acend,EMEA,279,21,/11/,11,10,1601,"160,1",3,2,1,"0,22",SuperMassive Blaze,EMEA,Bind,Acend,Defesa,13,7,Vencedor,4,9,Sage,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
starxo,Acend,EMEA,263,20,/12/,12,8,1672,"167,2",1,0,1,"0,23",SuperMassive Blaze,EMEA,Bind,Acend,Defesa,13,7,Vencedor,4,9,Skye,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
BONECOLD,Acend,EMEA,253,18,/12/,12,6,1605,"160,5",3,3,0,"0,36",SuperMassive Blaze,EMEA,Bind,Acend,Defesa,13,7,Vencedor,4,9,Brimstone,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
zeek,Acend,EMEA,196,14,/10/,10,6,1185,"118,5",3,3,0,"0,12",SuperMassive Blaze,EMEA,Bind,Acend,Defesa,13,7,Vencedor,4,9,Raze,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Kiles,Acend,EMEA,146,11,/11/,11,10,919,"91,9",1,1,0,"0,25",SuperMassive Blaze,EMEA,Bind,Acend,Defesa,13,7,Vencedor,4,9,Viper,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Brave,SuperMassive Blaze,EMEA,238,13,/17/,17,7,1858,"185,8",2,0,2,"0,25",Acend,EMEA,Bind,Acend,Ataque,7,13,Perdedor,3,4,Astra,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
russ,SuperMassive Blaze,EMEA,225,15,/17/,17,4,1445,"144,5",1,2,-1,"0,35",Acend,EMEA,Bind,Acend,Ataque,7,13,Perdedor,3,4,Sova,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
pAura,SuperMassive Blaze,EMEA,167,13,/17/,17,7,1072,"107,2",2,2,0,"0,32",Acend,EMEA,Bind,Acend,Ataque,7,13,Perdedor,3,4,Viper,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Izzy,SuperMassive Blaze,EMEA,125,8,/19/,19,4,796,"79,6",4,6,-2,"0,17",Acend,EMEA,Bind,Acend,Ataque,7,13,Perdedor,3,4,Jett,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Turko,SuperMassive Blaze,EMEA,97,7,/14/,14,3,683,"68,3",0,1,-1,"0,27",Acend,EMEA,Bind,Acend,Ataque,7,13,Perdedor,3,4,Skye,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
zeek,Acend,EMEA,348,27,/16/,16,6,2132,"213,2",7,2,5,"0,12",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,7,6,Raze,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
cNed,Acend,EMEA,301,24,/15/,15,6,1912,"191,2",3,3,0,"0,21",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,7,6,Jett,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
starxo,Acend,EMEA,218,18,/16/,16,12,1517,"151,7",0,1,-1,"0,21",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,7,6,Sage,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Kiles,Acend,EMEA,144,13,/15/,15,3,1016,"101,6",2,0,2,"0,25",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,7,6,Cypher,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
BONECOLD,Acend,EMEA,138,12,/19/,19,5,1019,"101,9",0,5,-5,"0,4",SuperMassive Blaze,EMEA,Split,SuperMassive Blaze,Defesa,13,10,Vencedor,7,6,Omen,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
russ,SuperMassive Blaze,EMEA,251,20,/19/,19,7,1776,"177,6",3,1,2,"0,26",Acend,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,6,4,Skye,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Izzy,SuperMassive Blaze,EMEA,215,18,/20/,20,2,1297,"129,7",3,3,0,"0,19",Acend,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,6,4,Raze,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
pAura,SuperMassive Blaze,EMEA,214,14,/20/,20,10,1530,153,3,4,-1,"0,29",Acend,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,6,4,Cypher,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Turko,SuperMassive Blaze,EMEA,173,16,/15/,15,11,1287,"128,7",0,0,0,"0,41",Acend,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,6,4,Sage,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
Brave,SuperMassive Blaze,EMEA,159,12,/20/,20,7,1042,"104,2",2,4,-2,"0,23",Acend,EMEA,Split,SuperMassive Blaze,Ataque,10,13,Perdedor,6,4,Astra,16/09/2021,0,Masters Berlin 2021,A,Decisão,3
nAts,Gambit Esports,EMEA,387,30,/10/,10,5,2397,"239,7",5,0,5,"0,33",Crazy Raccoon,JP,Ascent,Gambit Esports,Ataque,13,8,Vencedor,5,8,Cypher,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
sheydos,Gambit Esports,EMEA,232,19,/14/,14,4,1417,"141,7",4,1,3,"0,21",Crazy Raccoon,JP,Ascent,Gambit Esports,Ataque,13,8,Vencedor,5,8,Skye,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
Chronicle,Gambit Esports,EMEA,191,15,/10/,10,9,1369,"136,9",2,0,2,"0,23",Crazy Raccoon,JP,Ascent,Gambit Esports,Ataque,13,8,Vencedor,5,8,Sova,16/09/2021,0,Masters Berlin 2021,C,Decisão,3
